iso3_code,country,admin1_code,admin1_name,date,year,quarter,ntlmean_quarterly,ntlsum_quarterly,time,fullname,id,treated
NGA,Nigeria,1528,Edo,2022_Q3,2022,Q3,2.68856,5007.0264,39,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2022_Q4,2022,Q4,3.0882459,5751.3799,40,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2023_Q1,2023,Q1,3.0559452,5691.2246,41,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2023_Q2,2023,Q2,3.6225376,6746.415,42,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2023_Q3,2023,Q3,3.1665273,5897.1665,43,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2023_Q4,2023,Q4,3.1986544,5956.9985,44,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2024_Q1,2024,Q1,2.6549816,4944.4922,45,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2024_Q2,2024,Q2,2.5724423,4790.7754,46,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2024_Q3,2024,Q3,2.4498415,4562.4502,47,"Edo, Nigeria",27,0
NGA,Nigeria,1528,Edo,2024_Q4,2024,Q4,3.4243286,6377.2813,48,"Edo, Nigeria",27,0
NGA,Nigeria,1529,Ekiti,2013_Q1,2013,Q1,.62876809,409.48828,1,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2013_Q2,2013,Q2,.60657901,395.03754,2,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2013_Q3,2013,Q3,.66589928,433.67017,3,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2013_Q4,2013,Q4,.69557422,452.99609,4,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2014_Q1,2014,Q1,.65290523,425.20773,5,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2014_Q2,2014,Q2,.73178434,476.57816,6,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2014_Q3,2014,Q3,.65291011,425.21091,7,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2014_Q4,2014,Q4,.80857348,526.58746,8,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2015_Q1,2015,Q1,.68040794,443.11902,9,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2015_Q2,2015,Q2,.50499356,328.87952,10,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2015_Q3,2015,Q3,.5090344,331.51114,11,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2015_Q4,2015,Q4,.72652739,473.15454,12,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2016_Q1,2016,Q1,.56283832,366.55121,13,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2016_Q2,2016,Q2,.46041945,299.8504,14,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2016_Q3,2016,Q3,.3918182,255.17352,15,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2016_Q4,2016,Q4,.4448874,289.73511,16,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2017_Q1,2017,Q1,.44366592,288.93961,17,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2017_Q2,2017,Q2,.43204328,281.3703,18,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2017_Q3,2017,Q3,.35284492,229.79198,19,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2017_Q4,2017,Q4,.52473432,341.73578,20,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2018_Q1,2018,Q1,.55779964,363.26978,21,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2018_Q2,2018,Q2,.55641115,362.36548,22,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2018_Q3,2018,Q3,.56213927,366.09595,23,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2018_Q4,2018,Q4,.80119836,521.78436,24,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2019_Q1,2019,Q1,.71380138,464.86664,25,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2019_Q2,2019,Q2,.65359724,425.65842,26,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2019_Q3,2019,Q3,.59980702,390.62726,27,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2019_Q4,2019,Q4,.63948864,416.47009,28,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2020_Q1,2020,Q1,.67781705,441.43167,29,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2020_Q2,2020,Q2,.47186339,307.30334,30,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2020_Q3,2020,Q3,.44149914,287.52847,31,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2020_Q4,2020,Q4,.55468631,361.24219,32,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2021_Q1,2021,Q1,.53510982,348.49289,33,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2021_Q2,2021,Q2,.48266602,314.33862,34,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2021_Q3,2021,Q3,.47902793,311.9693,35,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2021_Q4,2021,Q4,.60180897,391.93106,36,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2022_Q1,2022,Q1,.61498898,400.51459,37,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2022_Q2,2022,Q2,.57171851,372.33447,38,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2022_Q3,2022,Q3,.57181203,372.39539,39,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2022_Q4,2022,Q4,.8312043,541.32587,40,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2023_Q1,2023,Q1,.85288292,555.44415,41,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2023_Q2,2023,Q2,.80009693,521.06708,42,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2023_Q3,2023,Q3,.70883161,461.63007,43,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2023_Q4,2023,Q4,.84269762,548.81097,44,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2024_Q1,2024,Q1,.70625526,459.95218,45,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2024_Q2,2024,Q2,.74932986,488.00473,46,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2024_Q3,2024,Q3,.70835286,461.31827,47,"Ekiti, Nigeria",28,0
NGA,Nigeria,1529,Ekiti,2024_Q4,2024,Q4,.95779794,623.77063,48,"Ekiti, Nigeria",28,0
NGA,Nigeria,1530,Enugu,2013_Q1,2013,Q1,1.1904485,2589.781,1,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2013_Q2,2013,Q2,1.0977963,2388.2195,2,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2013_Q3,2013,Q3,.92255956,2006.9976,3,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2013_Q4,2013,Q4,.91314048,1986.5067,4,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2014_Q1,2014,Q1,.99013937,2154.0151,5,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2014_Q2,2014,Q2,.95058495,2067.9658,6,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2014_Q3,2014,Q3,.89549285,1948.1149,7,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2014_Q4,2014,Q4,1.0999825,2392.9753,8,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2015_Q1,2015,Q1,1.1368641,2473.2097,9,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2015_Q2,2015,Q2,.87095177,1894.7266,10,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2015_Q3,2015,Q3,.8897084,1935.5309,11,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2015_Q4,2015,Q4,1.3402063,2915.574,12,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2016_Q1,2016,Q1,1.1922102,2593.6135,13,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2016_Q2,2016,Q2,1.002615,2181.1553,14,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2016_Q3,2016,Q3,.88366312,1922.3796,15,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2016_Q4,2016,Q4,.82728636,1799.734,16,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2017_Q1,2017,Q1,.89179945,1940.08,17,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2017_Q2,2017,Q2,.80982852,1761.7549,18,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2017_Q3,2017,Q3,.60465729,1315.4119,19,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2017_Q4,2017,Q4,.67398232,1466.2261,20,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2018_Q1,2018,Q1,.64638674,1406.1929,21,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2018_Q2,2018,Q2,.57969886,1261.1156,22,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2018_Q3,2018,Q3,.55979365,1217.8124,23,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2018_Q4,2018,Q4,.65611959,1427.3663,24,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2019_Q1,2019,Q1,.59558553,1295.6765,25,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2019_Q2,2019,Q2,.52325171,1138.3167,26,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2019_Q3,2019,Q3,.49145129,1069.1359,27,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2019_Q4,2019,Q4,.60268843,1311.1285,28,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2020_Q1,2020,Q1,.72387546,1574.767,29,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2020_Q2,2020,Q2,.51946783,1130.085,30,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2020_Q3,2020,Q3,.51037341,1110.3004,31,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2020_Q4,2020,Q4,.66946536,1456.3995,32,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2021_Q1,2021,Q1,.71723229,1560.3149,33,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2021_Q2,2021,Q2,.63303417,1377.1448,34,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2021_Q3,2021,Q3,.61521214,1338.3735,35,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2021_Q4,2021,Q4,.70686877,1537.7694,36,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2022_Q1,2022,Q1,.82445872,1793.5825,37,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2022_Q2,2022,Q2,.7349993,1598.9664,38,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2022_Q3,2022,Q3,.66033036,1436.5267,39,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2022_Q4,2022,Q4,.90269607,1963.7852,40,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2023_Q1,2023,Q1,1.0190845,2216.9844,41,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2023_Q2,2023,Q2,.90000021,1957.9205,42,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2023_Q3,2023,Q3,.7985242,1737.1627,43,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2023_Q4,2023,Q4,.94725567,2060.7231,44,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2024_Q1,2024,Q1,.85098642,1851.2925,45,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2024_Q2,2024,Q2,.75576907,1644.1504,46,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2024_Q3,2024,Q3,.69521397,1512.4149,47,"Enugu, Nigeria",31,0
NGA,Nigeria,1530,Enugu,2024_Q4,2024,Q4,.96676672,2103.1687,48,"Enugu, Nigeria",31,0
NGA,Nigeria,1531,Federal Capital Territory,2013_Q1,2013,Q1,5.3780413,7357.3501,1,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2013_Q2,2013,Q2,5.2227197,7144.8652,2,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2013_Q3,2013,Q3,5.670393,7757.2979,3,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2013_Q4,2013,Q4,6.5714021,8989.9102,4,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2014_Q1,2014,Q1,6.4264278,8791.5801,5,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2014_Q2,2014,Q2,6.3304415,8660.2676,6,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2014_Q3,2014,Q3,6.3313127,8661.459,7,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2014_Q4,2014,Q4,6.692534,9155.623,8,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2015_Q1,2015,Q1,6.4957523,8886.4189,9,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2015_Q2,2015,Q2,5.4122801,7404.1899,10,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2015_Q3,2015,Q3,5.5847039,7640.0723,11,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2015_Q4,2015,Q4,6.5555,8968.1553,12,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2016_Q1,2016,Q1,6.0151324,8228.9131,13,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2016_Q2,2016,Q2,5.738678,7850.7139,14,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2016_Q3,2016,Q3,5.6906381,7784.9937,15,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2016_Q4,2016,Q4,5.1766744,7081.873,16,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2017_Q1,2017,Q1,4.9517083,6774.1118,17,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2017_Q2,2017,Q2,4.8785582,6674.0396,18,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2017_Q3,2017,Q3,4.7413721,6486.3643,19,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2017_Q4,2017,Q4,5.1185269,7002.3257,20,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2018_Q1,2018,Q1,5.2493382,7181.2803,21,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2018_Q2,2018,Q2,5.0105596,6854.6221,22,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2018_Q3,2018,Q3,4.8159986,6588.4561,23,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2018_Q4,2018,Q4,5.3838453,7365.2905,24,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2019_Q1,2019,Q1,5.2856016,7230.8896,25,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2019_Q2,2019,Q2,5.1897316,7099.7363,26,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2019_Q3,2019,Q3,5.1531405,7049.6782,27,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2019_Q4,2019,Q4,5.5709987,7621.3228,28,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2020_Q1,2020,Q1,5.6549611,7736.1865,29,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2020_Q2,2020,Q2,5.3925114,7377.146,30,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2020_Q3,2020,Q3,5.1926084,7103.6714,31,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2020_Q4,2020,Q4,6.4628801,8841.4482,32,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2021_Q1,2021,Q1,6.4416704,8812.4326,33,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2021_Q2,2021,Q2,6.3738918,8719.709,34,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2021_Q3,2021,Q3,6.4362187,8804.9746,35,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2021_Q4,2021,Q4,7.3977661,10120.405,36,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2022_Q1,2022,Q1,7.3486862,10053.263,37,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2022_Q2,2022,Q2,6.9810157,9550.2754,38,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2022_Q3,2022,Q3,7.0439715,9636.4014,39,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2022_Q4,2022,Q4,7.9794335,10916.146,40,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2023_Q1,2023,Q1,7.8832722,10784.595,41,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2023_Q2,2023,Q2,6.9795332,9548.2471,42,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2023_Q3,2023,Q3,6.4412174,8811.8125,43,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2023_Q4,2023,Q4,7.3865428,10105.052,44,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2024_Q1,2024,Q1,7.1350274,9760.9697,45,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2024_Q2,2024,Q2,6.8404636,9357.9951,46,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2024_Q3,2024,Q3,6.3529749,8691.0938,47,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1531,Federal Capital Territory,2024_Q4,2024,Q4,7.6529303,10469.479,48,"Federal Capital Territory, Nigeria",36,0
NGA,Nigeria,1532,Gombe,2013_Q1,2013,Q1,.90109062,1810.231,1,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2013_Q2,2013,Q2,.68234235,1370.7803,2,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2013_Q3,2013,Q3,.7237342,1453.9338,3,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2013_Q4,2013,Q4,.73936516,1485.3353,4,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2014_Q1,2014,Q1,.78686476,1580.7588,5,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2014_Q2,2014,Q2,.65534425,1316.5428,6,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2014_Q3,2014,Q3,.64539278,1296.551,7,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2014_Q4,2014,Q4,.81735361,1642.0089,8,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2015_Q1,2015,Q1,.8524453,1712.5059,9,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2015_Q2,2015,Q2,.71633965,1439.0786,10,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2015_Q3,2015,Q3,.7289412,1464.3943,11,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2015_Q4,2015,Q4,.99701363,2002.9338,12,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2016_Q1,2016,Q1,.91857553,1845.3571,13,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2016_Q2,2016,Q2,.567397,1139.8628,14,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2016_Q3,2016,Q3,.39208072,787.664,15,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2016_Q4,2016,Q4,.56049508,1125.9972,16,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2017_Q1,2017,Q1,.63790911,1281.5168,17,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2017_Q2,2017,Q2,.59261054,1190.515,18,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2017_Q3,2017,Q3,.5037843,1012.069,19,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2017_Q4,2017,Q4,.7089988,1424.3313,20,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2018_Q1,2018,Q1,.70977688,1425.8944,21,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2018_Q2,2018,Q2,.47992167,964.13062,22,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2018_Q3,2018,Q3,.3777597,758.89404,23,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2018_Q4,2018,Q4,.48832113,981.00458,24,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2019_Q1,2019,Q1,.47643226,957.12067,25,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2019_Q2,2019,Q2,.34387824,690.82849,26,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2019_Q3,2019,Q3,.34182191,686.69745,27,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2019_Q4,2019,Q4,.50046539,1005.4016,28,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2020_Q1,2020,Q1,.5641126,1133.2646,29,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2020_Q2,2020,Q2,.4250502,853.89752,30,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2020_Q3,2020,Q3,.32710612,657.1344,31,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2020_Q4,2020,Q4,.35915995,721.52838,32,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2021_Q1,2021,Q1,.35062769,704.38763,33,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2021_Q2,2021,Q2,.35047683,704.08459,34,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2021_Q3,2021,Q3,.39801762,799.59082,35,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2021_Q4,2021,Q4,.51480341,1034.2057,36,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2022_Q1,2022,Q1,.59349537,1192.2926,37,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2022_Q2,2022,Q2,.56902909,1143.1415,38,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2022_Q3,2022,Q3,.49209771,988.59149,39,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2022_Q4,2022,Q4,.65951425,1324.92,40,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2023_Q1,2023,Q1,.65323955,1312.3147,41,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2023_Q2,2023,Q2,.56500936,1135.0662,42,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2023_Q3,2023,Q3,.53058666,1065.9132,43,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2023_Q4,2023,Q4,.66625923,1338.4703,44,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2024_Q1,2024,Q1,.7307651,1468.0585,45,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2024_Q2,2024,Q2,.60664374,1218.7069,46,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2024_Q3,2024,Q3,.54968846,1104.2875,47,"Gombe, Nigeria",38,0
NGA,Nigeria,1532,Gombe,2024_Q4,2024,Q4,.62081796,1247.1819,48,"Gombe, Nigeria",38,0
NGA,Nigeria,1533,Imo,2013_Q1,2013,Q1,1.0506202,2212.5569,1,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2013_Q2,2013,Q2,1.0402961,2190.8145,2,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2013_Q3,2013,Q3,.89384705,1882.3998,3,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2013_Q4,2013,Q4,.76829946,1618.0024,4,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2014_Q1,2014,Q1,.7833634,1649.7264,5,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2014_Q2,2014,Q2,.87198478,1836.3589,6,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2014_Q3,2014,Q3,.73113853,1539.7434,7,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2014_Q4,2014,Q4,.79116714,1666.1608,8,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2015_Q1,2015,Q1,.86252546,1816.438,9,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2015_Q2,2015,Q2,.69760466,1469.1226,10,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2015_Q3,2015,Q3,.64721739,1363.0094,11,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2015_Q4,2015,Q4,.80310309,1691.2974,12,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2016_Q1,2016,Q1,.62771308,1321.9342,13,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2016_Q2,2016,Q2,.63948298,1346.7211,14,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2016_Q3,2016,Q3,.58923626,1240.9038,15,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2016_Q4,2016,Q4,.58662295,1235.4004,16,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2017_Q1,2017,Q1,.6846627,1441.8674,17,"Imo, Nigeria",44,0
NGA,Nigeria,1533,Imo,2017_Q2,2017,Q2,.67992479,1431.8896,18,"Imo, Nigeria",44,0
